# amplicon position	effect
163	7.400000000000000000e+01
164	9.000000000000000000e+00
165	8.000000000000000000e+00
166	4.300000000000000000e+01
167	4.100000000000000000e+01
168	4.120000000000000000e+02
169	4.240000000000000000e+02
170	1.800000000000000000e+01
171	1.000000000000000000e+00
172	1.000000000000000000e+00
173	2.500000000000000000e+01
174	2.500000000000000000e+01
175	9.000000000000000000e+00
176	2.300000000000000000e+01
177	2.000000000000000000e+01
178	6.000000000000000000e+00
179	3.470000000000000000e+02
180	3.470000000000000000e+02
181	1.100000000000000000e+01
182	1.100000000000000000e+01
183	1.000000000000000000e+00
184	1.000000000000000000e+00
185	1.800000000000000000e+01
186	1.800000000000000000e+01
187	2.000000000000000000e+00
188	2.000000000000000000e+00
189	9.000000000000000000e+00
190	3.300000000000000000e+01
191	2.400000000000000000e+01
192	1.000000000000000000e+01
193	1.900000000000000000e+01
194	1.000000000000000000e+01
195	1.200000000000000000e+02
196	1.190000000000000000e+02
197	6.000000000000000000e+00
198	6.000000000000000000e+00
199	0.000000000000000000e+00
200	0.000000000000000000e+00
201	0.000000000000000000e+00
202	8.000000000000000000e+00
203	2.300000000000000000e+01
204	4.400000000000000000e+01
205	4.900000000000000000e+01
206	2.000000000000000000e+01
207	1.000000000000000000e+00
208	1.000000000000000000e+00
209	0.000000000000000000e+00
210	0.000000000000000000e+00
211	2.600000000000000000e+01
212	2.600000000000000000e+01
213	0.000000000000000000e+00
214	0.000000000000000000e+00
215	2.400000000000000000e+01
216	2.400000000000000000e+01
217	0.000000000000000000e+00
218	0.000000000000000000e+00
219	2.500000000000000000e+01
220	2.500000000000000000e+01
221	0.000000000000000000e+00
222	1.000000000000000000e+00
223	1.000000000000000000e+00
224	1.000000000000000000e+00
225	2.000000000000000000e+00
226	1.000000000000000000e+00
227	0.000000000000000000e+00
228	2.000000000000000000e+00
229	2.000000000000000000e+00
230	0.000000000000000000e+00
231	1.000000000000000000e+00
232	1.000000000000000000e+00
233	0.000000000000000000e+00
234	0.000000000000000000e+00
235	0.000000000000000000e+00
236	1.000000000000000000e+00
237	1.000000000000000000e+00
238	1.000000000000000000e+01
239	1.000000000000000000e+01
240	0.000000000000000000e+00
241	1.000000000000000000e+00
242	1.000000000000000000e+00
243	2.100000000000000000e+01
244	2.100000000000000000e+01
245	0.000000000000000000e+00
246	1.000000000000000000e+00
247	1.000000000000000000e+00
248	0.000000000000000000e+00
249	0.000000000000000000e+00
250	4.000000000000000000e+00
251	4.000000000000000000e+00
252	0.000000000000000000e+00
253	0.000000000000000000e+00
254	1.400000000000000000e+01
