# amplicon position	effect
118	0.000000000000000000e+00
119	0.000000000000000000e+00
120	0.000000000000000000e+00
121	0.000000000000000000e+00
122	0.000000000000000000e+00
123	0.000000000000000000e+00
124	0.000000000000000000e+00
125	0.000000000000000000e+00
126	0.000000000000000000e+00
127	0.000000000000000000e+00
128	0.000000000000000000e+00
129	0.000000000000000000e+00
130	0.000000000000000000e+00
131	0.000000000000000000e+00
132	0.000000000000000000e+00
133	0.000000000000000000e+00
134	0.000000000000000000e+00
135	0.000000000000000000e+00
136	0.000000000000000000e+00
137	0.000000000000000000e+00
138	0.000000000000000000e+00
139	0.000000000000000000e+00
140	0.000000000000000000e+00
141	0.000000000000000000e+00
142	0.000000000000000000e+00
143	0.000000000000000000e+00
144	0.000000000000000000e+00
145	2.000000000000000000e+00
146	0.000000000000000000e+00
147	0.000000000000000000e+00
148	0.000000000000000000e+00
149	0.000000000000000000e+00
150	0.000000000000000000e+00
151	0.000000000000000000e+00
152	3.000000000000000000e+00
153	3.000000000000000000e+00
154	3.000000000000000000e+00
155	4.000000000000000000e+00
156	4.000000000000000000e+00
157	4.000000000000000000e+00
158	1.000000000000000000e+00
159	2.000000000000000000e+00
160	2.000000000000000000e+01
161	2.800000000000000000e+01
162	2.800000000000000000e+01
163	2.060000000000000000e+02
164	3.000000000000000000e+01
165	2.000000000000000000e+01
166	2.200000000000000000e+01
167	4.900000000000000000e+01
168	3.400000000000000000e+01
169	3.500000000000000000e+01
170	3.400000000000000000e+01
171	3.600000000000000000e+01
172	4.400000000000000000e+02
173	4.700000000000000000e+01
174	4.300000000000000000e+01
175	4.500000000000000000e+01
176	4.040000000000000000e+02
177	4.800000000000000000e+01
178	6.800000000000000000e+01
179	8.600000000000000000e+01
180	7.900000000000000000e+01
181	4.030000000000000000e+02
182	4.020000000000000000e+02
183	4.020000000000000000e+02
184	3.970000000000000000e+02
185	3.970000000000000000e+02
186	3.950000000000000000e+02
187	1.160000000000000000e+02
188	1.080000000000000000e+02
189	1.380000000000000000e+02
190	1.550000000000000000e+02
191	1.560000000000000000e+02
192	1.590000000000000000e+02
193	1.640000000000000000e+02
194	2.680000000000000000e+02
195	1.520000000000000000e+02
196	1.560000000000000000e+02
197	1.570000000000000000e+02
198	1.560000000000000000e+02
199	1.000000000000000000e+02
200	9.500000000000000000e+01
201	9.400000000000000000e+01
202	9.100000000000000000e+01
203	9.400000000000000000e+01
204	8.300000000000000000e+01
205	8.600000000000000000e+01
206	1.130000000000000000e+02
207	1.360000000000000000e+02
208	1.340000000000000000e+02
209	1.350000000000000000e+02
210	1.340000000000000000e+02
211	1.340000000000000000e+02
212	1.320000000000000000e+02
213	1.330000000000000000e+02
214	1.200000000000000000e+02
215	1.180000000000000000e+02
216	1.190000000000000000e+02
217	1.220000000000000000e+02
218	1.240000000000000000e+02
219	1.260000000000000000e+02
220	1.270000000000000000e+02
221	1.020000000000000000e+02
222	9.900000000000000000e+01
223	1.000000000000000000e+02
224	1.240000000000000000e+02
225	1.000000000000000000e+02
226	1.020000000000000000e+02
227	1.050000000000000000e+02
228	1.300000000000000000e+02
229	1.500000000000000000e+02
230	1.510000000000000000e+02
231	1.510000000000000000e+02
232	1.530000000000000000e+02
233	1.550000000000000000e+02
234	1.560000000000000000e+02
235	1.560000000000000000e+02
236	1.460000000000000000e+02
237	1.470000000000000000e+02
238	1.480000000000000000e+02
239	1.490000000000000000e+02
240	1.270000000000000000e+02
241	1.280000000000000000e+02
242	1.290000000000000000e+02
243	1.280000000000000000e+02
244	1.390000000000000000e+02
245	1.390000000000000000e+02
246	1.420000000000000000e+02
247	1.500000000000000000e+02
248	1.570000000000000000e+02
249	1.570000000000000000e+02
250	1.620000000000000000e+02
251	1.620000000000000000e+02
252	1.650000000000000000e+02
253	1.960000000000000000e+02
254	2.430000000000000000e+02
