# amplicon position	effect
155	1.700000000000000000e+01
156	1.000000000000000000e+01
157	1.000000000000000000e+00
158	3.000000000000000000e+00
159	7.000000000000000000e+00
160	4.000000000000000000e+00
161	2.000000000000000000e+00
162	4.970000000000000000e+02
163	4.710000000000000000e+02
164	3.000000000000000000e+00
165	1.700000000000000000e+01
166	1.000000000000000000e+01
167	4.140000000000000000e+02
168	1.500000000000000000e+01
169	2.000000000000000000e+01
170	2.000000000000000000e+01
171	1.800000000000000000e+01
172	1.300000000000000000e+01
173	3.000000000000000000e+00
174	0.000000000000000000e+00
175	1.600000000000000000e+01
176	3.200000000000000000e+01
177	6.000000000000000000e+00
178	5.000000000000000000e+00
179	2.000000000000000000e+00
180	1.900000000000000000e+01
181	8.000000000000000000e+00
182	2.400000000000000000e+01
183	8.000000000000000000e+00
184	1.700000000000000000e+01
185	8.000000000000000000e+00
186	1.100000000000000000e+01
187	2.300000000000000000e+01
188	3.000000000000000000e+00
189	1.500000000000000000e+01
190	2.000000000000000000e+00
191	2.480000000000000000e+02
192	1.000000000000000000e+01
193	7.000000000000000000e+00
194	8.300000000000000000e+01
195	9.000000000000000000e+01
196	1.030000000000000000e+02
197	1.830000000000000000e+02
198	1.750000000000000000e+02
199	1.060000000000000000e+02
200	8.800000000000000000e+01
201	9.000000000000000000e+00
202	1.000000000000000000e+01
203	8.400000000000000000e+01
204	6.000000000000000000e+00
205	7.000000000000000000e+00
206	2.000000000000000000e+00
207	4.000000000000000000e+00
208	2.000000000000000000e+00
209	2.700000000000000000e+01
210	2.800000000000000000e+01
211	3.000000000000000000e+00
212	2.000000000000000000e+00
213	5.000000000000000000e+00
214	2.000000000000000000e+00
215	2.000000000000000000e+00
216	1.000000000000000000e+00
217	2.000000000000000000e+00
218	0.000000000000000000e+00
219	2.000000000000000000e+00
220	2.000000000000000000e+00
221	3.000000000000000000e+00
222	2.600000000000000000e+01
223	1.000000000000000000e+00
224	1.000000000000000000e+00
225	2.800000000000000000e+01
226	0.000000000000000000e+00
227	2.000000000000000000e+00
228	1.000000000000000000e+00
229	2.000000000000000000e+00
230	5.000000000000000000e+00
231	3.000000000000000000e+00
232	2.000000000000000000e+00
233	3.000000000000000000e+00
234	3.000000000000000000e+00
235	1.000000000000000000e+00
236	3.000000000000000000e+00
237	3.000000000000000000e+00
238	0.000000000000000000e+00
239	1.600000000000000000e+01
240	1.000000000000000000e+00
241	5.000000000000000000e+00
242	3.000000000000000000e+00
243	1.000000000000000000e+00
244	6.000000000000000000e+00
245	6.000000000000000000e+00
246	1.000000000000000000e+00
247	1.900000000000000000e+01
248	1.500000000000000000e+01
249	1.000000000000000000e+00
250	5.000000000000000000e+00
251	1.100000000000000000e+01
252	2.000000000000000000e+00
253	3.000000000000000000e+00
254	3.000000000000000000e+00
