# amplicon position	effect
126	0.000000000000000000e+00
127	0.000000000000000000e+00
128	0.000000000000000000e+00
129	1.000000000000000000e+00
130	0.000000000000000000e+00
131	0.000000000000000000e+00
132	0.000000000000000000e+00
133	0.000000000000000000e+00
134	0.000000000000000000e+00
135	0.000000000000000000e+00
136	0.000000000000000000e+00
137	0.000000000000000000e+00
138	0.000000000000000000e+00
139	0.000000000000000000e+00
140	0.000000000000000000e+00
141	0.000000000000000000e+00
142	0.000000000000000000e+00
143	0.000000000000000000e+00
144	0.000000000000000000e+00
145	0.000000000000000000e+00
146	0.000000000000000000e+00
147	0.000000000000000000e+00
148	2.000000000000000000e+00
149	0.000000000000000000e+00
150	1.000000000000000000e+00
151	6.000000000000000000e+00
152	7.000000000000000000e+00
153	7.000000000000000000e+00
154	7.000000000000000000e+00
155	1.000000000000000000e+00
156	1.000000000000000000e+00
157	1.000000000000000000e+00
158	0.000000000000000000e+00
159	1.000000000000000000e+00
160	5.000000000000000000e+00
161	8.000000000000000000e+00
162	6.000000000000000000e+00
163	6.000000000000000000e+00
164	7.000000000000000000e+00
165	6.000000000000000000e+00
166	7.000000000000000000e+00
167	7.000000000000000000e+00
168	6.000000000000000000e+00
169	5.000000000000000000e+00
170	5.000000000000000000e+00
171	3.000000000000000000e+00
172	1.755000000000000000e+03
173	6.000000000000000000e+00
174	2.300000000000000000e+01
175	2.300000000000000000e+01
176	1.769000000000000000e+03
177	3.300000000000000000e+01
178	4.300000000000000000e+01
179	3.440000000000000000e+02
180	4.040000000000000000e+02
181	2.024000000000000000e+03
182	2.104000000000000000e+03
183	2.043000000000000000e+03
184	2.265000000000000000e+03
185	2.301000000000000000e+03
186	2.330000000000000000e+03
187	8.230000000000000000e+02
188	8.820000000000000000e+02
189	7.900000000000000000e+02
190	8.150000000000000000e+02
191	6.080000000000000000e+02
192	5.680000000000000000e+02
193	5.750000000000000000e+02
194	1.477000000000000000e+03
195	6.420000000000000000e+02
196	8.350000000000000000e+02
197	9.560000000000000000e+02
198	1.147000000000000000e+03
199	1.161000000000000000e+03
200	1.125000000000000000e+03
201	9.060000000000000000e+02
202	9.240000000000000000e+02
203	8.540000000000000000e+02
204	8.310000000000000000e+02
205	8.400000000000000000e+02
206	1.215000000000000000e+03
207	1.234000000000000000e+03
208	1.231000000000000000e+03
209	1.776000000000000000e+03
210	1.767000000000000000e+03
211	1.749000000000000000e+03
212	1.688000000000000000e+03
213	1.696000000000000000e+03
214	1.685000000000000000e+03
215	1.677000000000000000e+03
216	1.639000000000000000e+03
217	1.651000000000000000e+03
218	1.654000000000000000e+03
219	1.662000000000000000e+03
220	1.119000000000000000e+03
221	7.270000000000000000e+02
222	7.150000000000000000e+02
223	7.170000000000000000e+02
224	7.260000000000000000e+02
225	7.170000000000000000e+02
226	7.220000000000000000e+02
227	7.320000000000000000e+02
228	1.001000000000000000e+03
229	1.098000000000000000e+03
230	1.126000000000000000e+03
231	1.091000000000000000e+03
232	1.111000000000000000e+03
233	1.272000000000000000e+03
234	1.308000000000000000e+03
235	1.324000000000000000e+03
236	1.338000000000000000e+03
237	1.343000000000000000e+03
238	1.486000000000000000e+03
239	1.647000000000000000e+03
240	1.371000000000000000e+03
241	1.382000000000000000e+03
242	1.382000000000000000e+03
243	1.383000000000000000e+03
244	1.392000000000000000e+03
245	1.392000000000000000e+03
246	1.313000000000000000e+03
247	1.333000000000000000e+03
248	1.343000000000000000e+03
249	1.345000000000000000e+03
250	1.349000000000000000e+03
251	1.367000000000000000e+03
252	1.431000000000000000e+03
253	1.513000000000000000e+03
254	1.674000000000000000e+03
