# amplicon position	effect
73	1.792757260666905800e-02
74	2.689135891000358700e-02
75	1.792757260666905800e-02
76	7.171029042667623199e-02
77	6.274650412334170646e-02
78	7.171029042667623199e-02
79	2.061670849766941427e-01
80	1.882395123700250916e-01
81	7.171029042667623199e-02
82	1.165292219433488735e-01
83	3.585514521333811599e-02
84	3.137325206167084768e-01
85	1.344567945500179384e-01
86	8.067407673001075752e-02
87	4.212979562567228387e-01
88	2.689135891000358769e-01
89	9.860164933667980858e-02
90	1.254930082466834129e-01
91	3.585514521333811599e-02
92	8.963786303334528305e-02
93	2.599498027967013236e-01
94	2.061670849766941427e-01
95	7.171029042667623199e-02
96	8.067407673001075752e-02
97	8.067407673001075752e-02
98	1.254930082466834129e-01
99	3.585514521333811599e-02
100	1.792757260666905800e-02
101	9.860164933667980858e-02
102	6.274650412334169536e-01
103	4.481893151667264152e-02
104	2.958049480100394257e-01
105	3.585514521333811599e-02
106	5.198996055934026472e-01
107	4.750806740767299918e-01
108	4.481893151667264152e-02
109	2.689135891000358700e-02
110	1.523843671566869895e-01
111	2.151308712800286960e-01
112	7.171029042667623199e-02
113	2.689135891000358700e-02
114	6.274650412334169536e-01
115	2.240946575833632215e-01
116	4.661168877733954941e-01
117	2.689135891000358700e-02
118	6.274650412334170646e-02
119	5.378271782000717399e-02
120	4.481893151667264152e-02
121	2.689135891000358700e-02
122	7.171029042667623199e-02
123	7.171029042667623199e-02
124	8.067407673001075752e-02
125	0.000000000000000000e+00
126	3.585514521333811599e-02
127	4.302617425600573919e-01
128	5.378271782000717399e-02
129	6.095374686267479580e-01
130	9.860164933667980858e-02
131	3.585514521333811599e-02
132	6.274650412334170646e-02
133	9.860164933667980858e-02
134	8.963786303334528305e-02
135	2.689135891000358700e-02
136	8.067407673001075752e-02
137	8.963786303334528305e-02
138	8.067407673001075752e-02
139	1.613481534600215150e-01
140	3.585514521333811599e-02
141	1.434205808533524640e-01
142	2.151308712800286960e-01
143	8.963786303334528305e-02
144	3.495876658300466344e-01
145	1.523843671566869895e-01
146	1.075654356400143480e-01
147	6.274650412334170646e-02
148	1.882395123700250916e-01
149	1.434205808533524640e-01
150	4.750806740767299918e-01
151	4.033703836500537876e-01
152	6.453926138400860602e-01
153	6.274650412334169536e-01
154	5.019720329867336517e-01
155	2.599498027967013236e-01
156	8.515596988167801751e-01
157	1.703119397633560406e-01
158	8.963786303334528305e-02
159	4.750806740767299918e-01
160	1.308712800286841116e+00
161	7.537647902474004979e+01
162	9.727500896378630557e+01
163	2.482968806023664499e+01
164	1.066690570096808788e+00
165	1.021871638580136299e+00
166	3.020795984223735964e+00
167	2.249013983506633352e+01
168	2.055396199354607489e+01
169	2.071531014700609674e+01
170	2.231982789530297495e+00
171	1.425242022230190031e+00
172	2.071531014700609674e+01
173	1.523843671566869951e+00
174	1.577626389386876937e+00
175	1.165292219433488707e+00
176	2.062567228397275088e+01
177	1.317676586590175614e+00
178	1.362495518106848325e+00
179	2.319827895302976017e+01
180	2.403191107923987246e+01
181	2.261563284331301560e+01
182	2.412154894227321478e+01
183	2.329688060236643921e+01
184	2.489243456435998425e+01
185	2.635353173180351405e+01
186	2.666726425242022103e+01
187	9.716744352814629337e+00
188	9.367156686984582592e+00
189	1.164395840803155302e+01
190	1.169774112585155912e+01
191	2.535855145213337991e+01
192	8.596271064897813119e+00
193	9.994621728218000101e+00
194	2.459662961634994716e+01
195	2.054499820724273818e+01
196	2.470419505198995935e+01
197	2.547508067407672883e+01
198	2.573503047687342971e+01
199	2.050914306202940196e+01
200	1.713875941197562014e+01
201	1.089996414485478660e+01
202	1.003047687343133809e+01
203	2.117246324847615568e+01
204	1.654714951595553885e+01
205	9.609178917174615364e+00
206	1.284510577267838016e+01
207	1.360702760846181469e+01
208	1.257619218357834434e+01
209	1.835783434922911539e+01
210	1.763176765865901885e+01
211	1.794550017927572583e+01
212	1.730010756543563843e+01
213	1.727321620652563539e+01
214	1.660989602007888166e+01
215	1.669953388311222753e+01
216	1.674435281462890046e+01
217	1.614377913230548600e+01
218	1.611688777339548295e+01
219	1.671746145571889741e+01
220	1.199354607386159977e+01
221	1.272857655073503125e+01
222	8.157045536034420508e+00
223	1.259411975618501245e+01
224	7.977769809967730552e+00
225	1.167084976694155607e+01
226	7.735747579777697780e+00
227	7.771602724991035771e+00
228	1.608103262818214318e+01
229	1.723736106131229917e+01
230	1.187701685191825085e+01
231	1.720150591609895940e+01
232	1.156328433130154210e+01
233	1.734492649695231137e+01
234	1.354428110433847188e+01
235	1.353531731803513871e+01
236	1.753316600932233627e+01
237	1.363391896737181774e+01
238	1.538185729652205147e+01
239	1.784689852993904680e+01
240	1.363391896737181774e+01
241	1.372355683040516361e+01
242	1.378630333452850465e+01
243	1.630512728576550785e+01
244	1.782897095733237691e+01
245	1.526532807457870256e+01
246	1.323054858372176490e+01
247	1.747041950519899700e+01
248	1.825923269989243281e+01
249	1.368770168519182562e+01
250	1.698637504481893146e+01
251	1.785586231624237996e+01
252	1.641269272140552005e+01
253	1.842058085335245465e+01
254	2.730369307995697525e+01
