# amplicon position	effect
158	3.000000000000000000e+00
159	4.000000000000000000e+00
160	2.000000000000000000e+00
161	2.000000000000000000e+00
162	1.580000000000000000e+02
163	3.800000000000000000e+01
164	2.000000000000000000e+00
165	1.000000000000000000e+00
166	1.400000000000000000e+01
167	1.100000000000000000e+01
168	1.600000000000000000e+01
169	4.000000000000000000e+00
170	9.000000000000000000e+01
171	5.000000000000000000e+00
172	1.000000000000000000e+01
173	1.700000000000000000e+01
174	1.100000000000000000e+01
175	9.000000000000000000e+00
176	2.800000000000000000e+01
177	2.000000000000000000e+00
178	4.000000000000000000e+00
179	1.100000000000000000e+01
180	2.200000000000000000e+01
181	5.000000000000000000e+00
182	2.000000000000000000e+01
183	5.300000000000000000e+01
184	3.000000000000000000e+00
185	1.400000000000000000e+01
186	4.200000000000000000e+01
187	5.000000000000000000e+00
188	1.400000000000000000e+01
189	1.500000000000000000e+01
190	1.700000000000000000e+01
191	9.000000000000000000e+00
192	8.000000000000000000e+00
193	6.000000000000000000e+00
194	1.300000000000000000e+01
195	2.000000000000000000e+01
196	3.000000000000000000e+00
197	1.900000000000000000e+01
198	1.700000000000000000e+01
199	3.000000000000000000e+00
200	4.000000000000000000e+00
201	3.000000000000000000e+00
202	0.000000000000000000e+00
203	1.300000000000000000e+01
204	1.100000000000000000e+01
205	1.000000000000000000e+00
206	6.000000000000000000e+00
207	3.000000000000000000e+00
208	3.000000000000000000e+00
209	9.000000000000000000e+00
210	2.000000000000000000e+00
211	1.000000000000000000e+00
212	1.600000000000000000e+01
213	2.000000000000000000e+00
214	5.000000000000000000e+00
215	3.000000000000000000e+00
216	8.000000000000000000e+00
217	2.000000000000000000e+00
218	3.000000000000000000e+00
219	2.000000000000000000e+00
220	7.000000000000000000e+00
221	8.000000000000000000e+00
222	1.200000000000000000e+01
223	2.000000000000000000e+00
224	7.000000000000000000e+00
225	5.000000000000000000e+00
226	1.000000000000000000e+00
227	4.000000000000000000e+00
228	1.900000000000000000e+01
229	7.000000000000000000e+00
230	1.000000000000000000e+01
231	1.200000000000000000e+01
232	2.000000000000000000e+00
233	2.500000000000000000e+01
234	1.800000000000000000e+01
235	6.000000000000000000e+00
236	1.700000000000000000e+01
237	5.000000000000000000e+00
238	6.000000000000000000e+00
239	1.300000000000000000e+01
240	2.000000000000000000e+00
241	2.000000000000000000e+00
242	4.000000000000000000e+00
243	0.000000000000000000e+00
244	2.000000000000000000e+00
245	3.000000000000000000e+00
246	3.000000000000000000e+00
247	1.100000000000000000e+01
248	3.000000000000000000e+00
249	0.000000000000000000e+00
250	1.000000000000000000e+00
251	3.000000000000000000e+00
252	1.000000000000000000e+00
253	9.000000000000000000e+00
254	0.000000000000000000e+00
